price_in_rp,address,facilities,bedrooms,bathrooms,land_size_m2,building_size_m2,carports,certificate,electricity,maid_bedrooms,maid_bathrooms,floors,year_built,property_condition,building_orientation,garages,furnishing
3400000000.0,"Gading Serpong, Tangerang","one gate system, keamanan",3.0,3.0,120.0,116.0,2,,lainnya mah,0,0,2.0,,baru,,0,semi furnished
1850000000.0,"Gading Serpong, Tangerang"," keamanan,  taman, track lari, jalur telepon,  kolam renang",3.0,2.0,72.0,77.0,1,"lainnya (ppjb,girik,adat,dll)",2200 mah,0,0,2.0,2018.0,bagus,barat daya,0,semi furnished
2960000000.0,"Gading Serpong, Tangerang"," keamanan,  track lari,  taman, tempat jemuran, jalur telepon, wastafel, track lari, taman",4.0,3.0,96.0,116.0,2,"lainnya (ppjb,girik,adat,dll)",2200 mah,0,0,2.0,2020.0,bagus,utara,0,unfurnished
2190000000.0,"Gading Serpong, Tangerang"," taman, jalur telepon, akses parkir, keamanan,  kolam renang,  cctv, taman,  one gate system,  playground",3.0,3.0,102.0,80.0,1,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,,2,unfurnished
4100000000.0,"Gading Serpong, Tangerang"," ac,  taman, track lari, keamanan,  cctv,  jalur telepon",3.0,3.0,128.0,200.0,1,,5500 mah,0,0,2.0,,bagus,selatan,0,semi furnished
3300000000.0,"Gading Serpong, Tangerang"," keamanan, track lari, jalur telepon,  kolam renang, track lari, taman,  jalur telepon",3.0,3.0,252.0,153.0,1,shm - sertifikat hak milik,3500 mah,1,0,2.0,2015.0,bagus,,1,semi furnished
7500000000.0,"Gading Serpong, Tangerang"," keamanan,  taman, track lari, tempat jemuran, jalur telepon, kitchen set, track lari,  kolam renang, tempat gym",4.0,3.0,360.0,300.0,1,shm - sertifikat hak milik,5500 mah,1,1,2.0,,bagus,barat daya,0,semi furnished
2000000000.0,"Gading Serpong, Tangerang","jalur telepon,  kolam renang, taman,  keamanan",3.0,2.0,84.0,90.0,2,"lainnya (ppjb,girik,adat,dll)",2200 mah,0,0,3.0,2020.0,bagus,,0,unfurnished
1940000000.0,"Gading Serpong, Tangerang"," keamanan,  track lari, ac,  kolam renang, taman",3.0,3.0,80.0,102.0,1,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,,0,semi furnished
2270000000.0,"Gading Serpong, Tangerang"," keamanan,  track lari,  taman, kolam renang, ac",3.0,3.0,96.0,120.0,2,shm - sertifikat hak milik,2200 mah,0,0,2.0,,baru,,0,
1400000000.0,"Gading Serpong, Tangerang"," ac,  taman, track lari, keamanan,  kolam renang,  jalur telepon",2.0,2.0,48.0,63.0,1,shm - sertifikat hak milik,2200 mah,0,0,2.0,2021.0,baru,selatan,0,furnished
3450000000.0,"Gading Serpong, Tangerang",keamanan,4.0,3.0,128.0,130.0,2,shm - sertifikat hak milik,lainnya mah,0,0,2.0,,bagus,,0,
14000000000.0,"Gading Serpong, Tangerang"," ac, masjid,  taman, kolam renang, cctv, track lari, jalur telepon, keamanan, keamanan,  masjid, ac,  cctv, track lari,  kolam renang,  jalur telepon",4.0,4.0,450.0,450.0,4,shm - sertifikat hak milik,23000 mah,1,1,2.0,,bagus sekali,utara,4,furnished
3300000000.0,"Gading Serpong, Tangerang","kolam renang, taman,  keamanan",3.0,3.0,144.0,164.0,2,"lainnya (ppjb,girik,adat,dll)",2200 mah,1,1,2.0,,bagus sekali,selatan,0,unfurnished
3800000000.0,"Gading Serpong, Tangerang","track lari, taman, keamanan",4.0,3.0,162.0,182.0,1,shm - sertifikat hak milik,lainnya mah,1,1,2.0,,bagus,selatan,0,furnished
4750000000.0,"Gading Serpong, Tangerang"," taman, keamanan, ac",6.0,4.0,426.0,394.0,2,shm - sertifikat hak milik,5500 mah,1,1,2.0,,bagus,utara,0,semi furnished
3400000000.0,"Gading Serpong, Tangerang","taman,  kolam renang, ac,  keamanan",3.0,2.0,278.0,200.0,1,shm - sertifikat hak milik,lainnya mah,0,0,2.0,,bagus sekali,timur,1,semi furnished
2450000000.0,"Gading Serpong, Tangerang","keamanan, taman",3.0,3.0,160.0,240.0,2,shm - sertifikat hak milik,lainnya mah,1,1,2.0,,bagus sekali,timur laut,0,semi furnished
4900000000.0,"Gading Serpong, Tangerang"," ac,  track lari, kolam renang,  taman, keamanan,  cctv",3.0,3.0,180.0,217.0,2,shm - sertifikat hak milik,lainnya mah,1,0,2.0,,baru,,0,unfurnished
3100000000.0,"Gading Serpong, Tangerang"," track lari, kolam renang,  taman, keamanan,  cctv",3.0,3.0,128.0,129.0,0,shm - sertifikat hak milik,2200 mah,0,0,2.0,,baru,,0,semi furnished
3500000000.0,"Gading Serpong, Tangerang"," keamanan, cctv,  track lari,  taman, jalur telepon, taman, ac, ac, track lari,  kolam renang,  jalur telepon",4.0,3.0,128.0,160.0,1,"lainnya (ppjb,girik,adat,dll)",4400 mah,0,1,2.0,2020.0,bagus sekali,timur laut,1,semi furnished
5280000000.0,"Gading Serpong, Tangerang"," track lari, keamanan, taman",4.0,3.0,170.0,212.0,1,,lainnya mah,0,1,2.0,,baru,,0,
2600000000.0,"Gading Serpong, Tangerang","taman, ac, ac,  keamanan",3.0,3.0,154.0,140.0,1,shm - sertifikat hak milik,3500 mah,1,1,2.0,2017.0,bagus,tenggara,0,semi furnished
2200000000.0,"Gading Serpong, Tangerang",keamanan,4.0,4.0,157.0,148.0,1,shm - sertifikat hak milik,3500 mah,0,0,2.0,2019.0,bagus,timur,0,semi furnished
55000000000.0,"Gading Serpong, Tangerang"," ac,  taman, cctv, jalur telepon, keamanan, keamanan, ac,  cctv, taman",99.0,99.0,1150.0,6000.0,0,shm - sertifikat hak milik,lainnya mah,0,0,4.0,2018.0,bagus sekali,utara,50,furnished
5800000000.0,"Gading Serpong, Tangerang"," keamanan,  track lari, jalur telepon, keamanan, track lari,  kolam renang, taman",4.0,3.0,303.0,300.0,2,shm - sertifikat hak milik,5500 mah,1,1,2.0,2012.0,bagus sekali,utara,2,unfurnished
3000000000.0,"Gading Serpong, Tangerang"," ac,  taman, track lari, jalur telepon, taman, keamanan, ac, track lari,  kolam renang,  jalur telepon",3.0,3.0,192.0,250.0,2,shm - sertifikat hak milik,4400 mah,0,1,2.0,2015.0,bagus sekali,barat laut,0,furnished
5100000000.0,"Gading Serpong, Tangerang"," keamanan,  track lari,  taman, jalur telepon, ac,  kolam renang",3.0,3.0,180.0,257.0,3,shm - sertifikat hak milik,3500 mah,1,1,2.0,2022.0,baru,utara,0,unfurnished
1460000000.0,"Gading Serpong, Tangerang"," ac,  keamanan,  track lari, jalur telepon,  kolam renang, taman",2.0,2.0,48.0,63.0,1,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,selatan,0,furnished
6930000000.0,"Gading Serpong, Tangerang"," ac,  keamanan,  track lari, kolam renang,  cctv, taman,  jalur telepon",4.0,3.0,216.0,283.0,2,shm - sertifikat hak milik,7700 mah,1,1,2.0,2021.0,baru,selatan,1,unfurnished
1950000000.0,"Gading Serpong, Tangerang"," ac,  track lari, taman, jalur telepon, keamanan, ac, track lari,  kolam renang,  jalur telepon",3.0,3.0,96.0,150.0,1,"lainnya (ppjb,girik,adat,dll)",4400 mah,0,0,2.0,,bagus,selatan,0,semi furnished
1950000000.0,"Gading Serpong, Tangerang"," ac,  track lari, taman, jalur telepon, keamanan, ac, track lari,  kolam renang,  jalur telepon",3.0,3.0,96.0,150.0,1,"lainnya (ppjb,girik,adat,dll)",4400 mah,0,0,2.0,,bagus,selatan,0,semi furnished
3500000000.0,"Gading Serpong, Tangerang"," ac,  keamanan, track lari, taman, jalur telepon, ac, track lari,  kolam renang,  jalur telepon",4.0,3.0,144.0,212.0,1,"lainnya (ppjb,girik,adat,dll)",5500 mah,0,0,2.0,,bagus,,0,semi furnished
900000000.0,"Gading Serpong, Tangerang","lapangan bulu tangkis, tempat jemuran, keamanan, lapangan voli,  masjid, taman",2.0,1.0,90.0,60.0,1,shm - sertifikat hak milik,2200 mah,0,0,1.0,2010.0,sudah renovasi,selatan,0,unfurnished
2600000000.0,"Gading Serpong, Tangerang"," taman, keamanan, akses parkir, keamanan, taman,  one gate system",4.0,3.0,136.0,200.0,1,shm - sertifikat hak milik,2200 mah,1,1,2.0,,sudah renovasi,,0,unfurnished
755000000.0,"Gading Serpong, Tangerang"," akses parkir, masjid,  keamanan,  track lari,  taman, tempat jemuran, jalur telepon, keamanan,  masjid, track lari, taman,  one gate system",3.0,2.0,78.0,60.0,1,shm - sertifikat hak milik,1300 mah,0,0,2.0,2022.0,baru,utara,0,unfurnished
785000000.0,"Gading Serpong, Tangerang","masjid,  track lari,  taman, tempat jemuran, jalur telepon, keamanan, track lari,  jalur telepon",3.0,2.0,85.0,60.0,1,shm - sertifikat hak milik,1300 mah,0,0,2.0,2022.0,baru,utara,0,unfurnished
3550000000.0,"Gading Serpong, Tangerang"," lapangan voli,  taman, lapangan basket, lapangan bulu tangkis, keamanan, akses parkir, keamanan, taman,  one gate system,  playground",4.0,3.0,128.0,160.0,1,shm - sertifikat hak milik,4400 mah,1,1,2.0,,bagus,timur laut,0,unfurnished
2600000000.0,"Gading Serpong, Tangerang","keamanan, taman",4.0,3.0,135.0,168.0,1,shm - sertifikat hak milik,2200 mah,1,1,1.0,,sudah renovasi,,0,semi furnished
3600000000.0,"Gading Serpong, Tangerang"," taman, keamanan, akses parkir, keamanan, taman,  one gate system,  playground",4.0,4.0,238.0,178.0,1,"lainnya (ppjb,girik,adat,dll)",3500 mah,1,1,2.0,,sudah renovasi,selatan,0,unfurnished
15000000000.0,"Gading Serpong, Tangerang","keamanan, taman",4.0,5.0,585.0,425.0,1,shm - sertifikat hak milik,5500 mah,1,1,2.0,,sudah renovasi,selatan,1,furnished
4500000000.0,"Gading Serpong, Tangerang","keamanan, taman",4.0,4.0,216.0,300.0,1,shm - sertifikat hak milik,5500 mah,1,1,2.0,,sudah renovasi,selatan,1,furnished
580000000000.0,"Gading Serpong, Tangerang","jalur telepon, keamanan,  taman, tempat jemuran",5.0,4.0,303.0,300.0,1,shm - sertifikat hak milik,5500 mah,1,1,2.0,,bagus,utara,1,unfurnished
2600000000.0,"Gading Serpong, Tangerang"," track lari,  taman, tempat jemuran, keamanan, akses parkir, keamanan, kitchen set,  kolam renang,  cctv, wastafel, track lari, taman,  one gate system,  playground",3.0,3.0,136.0,200.0,2,shm - sertifikat hak milik,2200 mah,0,0,2.0,2015.0,sudah renovasi,selatan,2,unfurnished
3650000000.0,"Gading Serpong, Tangerang"," lapangan voli,  taman, lapangan bola, lapangan basket,  lapangan bulu tangkis, keamanan, akses parkir, keamanan, taman,  one gate system",3.0,2.0,202.0,106.0,0,shm - sertifikat hak milik,2200 mah,1,1,2.0,,,,0,unfurnished
1200000000.0,"Gading Serpong, Tangerang"," keamanan,  track lari,  taman, jalur telepon, ac, ac, track lari,  kolam renang, taman",2.0,2.0,48.0,65.0,1,"lainnya (ppjb,girik,adat,dll)",2200 mah,1,0,2.0,,bagus,,0,semi furnished
3500000000.0,"Gading Serpong, Tangerang","jalur telepon, taman, keamanan,  keamanan",3.0,2.0,300.0,157.0,1,shm - sertifikat hak milik,3300 mah,0,0,1.0,2015.0,bagus,utara,1,unfurnished
2100000000.0,"Gading Serpong, Tangerang"," lapangan voli,  taman, lapangan bola,  tempat gym, lapangan tenis, tempat jemuran, jalur telepon,  lapangan bulu tangkis, akses parkir,  track lari, keamanan, ac,  cctv,  kolam renang,  one gate system,  tempat laundry,  playground,  lapangan basket",3.0,2.0,119.0,97.0,2,shm - sertifikat hak milik,2200 mah,1,1,2.0,,bagus,timur laut,0,semi furnished
2720000000.0,"Gading Serpong, Tangerang"," keamanan,  taman, lapangan basket, tempat jemuran, jalur telepon, ac, ac,  kolam renang, wastafel, taman,  jalur telepon",3.0,2.0,144.0,250.0,1,shm - sertifikat hak milik,3500 mah,1,1,2.0,2020.0,bagus,selatan,1,semi furnished
2960000000.0,"Gading Serpong, Tangerang"," lapangan voli,  taman, lapangan basket, tempat jemuran, lapangan bulu tangkis, akses parkir, keamanan, keamanan, taman,  one gate system,  playground",4.0,3.0,96.0,116.0,0,"lainnya (ppjb,girik,adat,dll)",2200 mah,1,1,2.0,,baru,utara,0,unfurnished
5050000000.0,"BSD City, Tangerang"," keamanan, cctv, jalur telepon, akses parkir, wastafel,  ac,  track lari, keamanan,  cctv,  ac,  lapangan voli,  track lari, lapangan tenis,  pemanas air, kitchen set,  playground,  taman, lapangan basket, tempat jemuran,  lapangan bulu tangkis,  one gate system",4.0,3.0,140.0,176.0,1,shm - sertifikat hak milik,3500 mah,1,1,2.0,2022.0,baru,utara,2,semi furnished
5500000000.0,"BSD City, Tangerang",keamanan,4.0,4.0,200.0,180.0,1,,lainnya mah,1,1,2.0,,bagus,,0,unfurnished
13400000000.0,"BSD City, Tangerang"," taman, track lari, keamanan,  masjid,  cctv,  kolam renang,  jalur telepon",5.0,7.0,300.0,480.0,0,,16500 mah,2,2,3.0,,baru,,2,unfurnished
17000000000.0,"BSD City, Tangerang"," lapangan voli,  keamanan,  track lari, kolam renang, lapangan bola,  tempat gym, lapangan tenis,  lapangan bulu tangkis,  track lari, taman,  lapangan basket",5.0,4.0,396.0,465.0,2,,4400 mah,2,1,3.0,2022.0,baru,,2,semi furnished
3120000000.0,"BSD City, Tangerang","keamanan, taman",3.0,3.0,128.0,144.0,0,"lainnya (ppjb,girik,adat,dll)",2200 mah,0,0,2.0,,bagus,,1,unfurnished
9600000000.0,"BSD City, Tangerang"," keamanan,  taman, track lari, tempat jemuran, jalur telepon, wastafel, track lari, taman, tempat gym,  jalur telepon",5.0,6.0,220.0,398.0,2,shm - sertifikat hak milik,10600 mah,1,1,3.0,2022.0,baru,selatan,1,unfurnished
2700000000.0,"BSD City, Tangerang"," keamanan, track lari, keamanan, track lari, taman",3.0,3.0,84.0,126.0,2,shm - sertifikat hak milik,2200 mah,0,0,3.0,2022.0,baru,selatan,0,furnished
12000000000.0,"BSD City, Tangerang"," ac,  keamanan,  track lari, kolam renang,  taman, cctv, jalur telepon, keamanan, ac,  kolam renang,  cctv, track lari, taman,  jalur telepon",5.0,5.0,300.0,480.0,4,shm - sertifikat hak milik,16500 mah,2,2,3.0,2022.0,bagus sekali,utara,2,unfurnished
10100000000.0,"BSD City, Tangerang","keamanan, ac,  kolam renang, taman,  one gate system,  playground",4.0,4.0,200.0,358.0,2,,7700 mah,0,0,,,,,0,
1020000000.0,"BSD City, Tangerang","kolam renang,  taman, akses parkir, keamanan, track lari,  kolam renang,  tempat laundry,  playground",4.0,2.0,32.0,90.0,0,,2200 mah,0,0,3.0,2017.0,bagus,,0,unfurnished
17000000000.0,"BSD City, Tangerang","kitchen set, keamanan, ac, track lari, taman",5.0,5.0,396.0,465.0,0,,lainnya mah,0,0,3.0,,bagus,,0,semi furnished
4000000000.0,"BSD City, Tangerang"," taman, cctv, lapangan tenis, track lari, tempat jemuran, jalur telepon, keamanan, akses parkir, keamanan, wastafel,  cctv, track lari,  playground,  kolam renang,  one gate system,  jalur telepon",4.0,4.0,128.0,183.0,2,shm - sertifikat hak milik,4400 mah,1,1,3.0,2022.0,bagus,selatan,0,unfurnished
7400000000.0,"BSD City, Tangerang"," taman, akses parkir, ac, keamanan, track lari, taman",4.0,3.0,220.0,285.0,2,shm - sertifikat hak milik,lainnya mah,0,0,3.0,,bagus,,2,furnished
1250000000.0,"BSD City, Tangerang","keamanan, taman",3.0,2.0,90.0,65.0,1,shm - sertifikat hak milik,2200 mah,0,0,2.0,,bagus,selatan,1,unfurnished
1200000000.0,"BSD City, Tangerang","keamanan, taman",2.0,2.0,72.0,71.0,1,shm - sertifikat hak milik,2200 mah,1,0,2.0,,,,1,unfurnished
3840000000.0,"BSD City, Tangerang","keamanan, taman",4.0,4.0,185.0,181.0,1,shm - sertifikat hak milik,4400 mah,1,0,2.0,,bagus,,1,unfurnished
2800000000.0,"BSD City, Tangerang","keamanan, taman",4.0,4.0,157.0,270.0,1,shm - sertifikat hak milik,4400 mah,0,0,2.0,,bagus,,1,unfurnished
1000000000.0,"BSD City, Tangerang"," keamanan, cctv, ac, ac,  cctv, taman",3.0,3.0,63.0,83.0,2,shm - sertifikat hak milik,3300 mah,0,0,2.0,2022.0,baru,selatan,2,furnished
1700000000.0,"BSD City, Tangerang"," track lari, keamanan, track lari, taman",3.0,2.0,60.0,73.0,1,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,selatan,0,furnished
1300000000.0,"BSD City, Tangerang"," ac,  keamanan, cctv,  track lari,  taman,  pemanas air, tempat jemuran, jalur telepon, kitchen set, wastafel,  cctv, track lari,  ac",2.0,1.0,48.0,45.0,1,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,bagus,selatan,1,furnished
1800000000.0,"BSD City, Tangerang"," taman, cctv, lapangan bola, lapangan basket, jalur telepon, akses parkir,  track lari, keamanan, wastafel,  cctv, taman,  one gate system,  playground",3.0,2.0,70.0,78.0,1,"lainnya (ppjb,girik,adat,dll)",2200 mah,0,0,2.0,2016.0,bagus,barat daya,1,unfurnished
599000000.0,"BSD City, Tangerang"," akses parkir, masjid,  taman, lapangan bola,  tempat gym, lapangan tenis, tempat jemuran, jalur telepon,  kolam ikan,  lapangan bulu tangkis, keamanan, wastafel,  cctv,  kolam renang,  one gate system,  tempat laundry,  playground,  lapangan basket",3.0,2.0,70.0,50.0,1,shm - sertifikat hak milik,1300 mah,0,0,2.0,2022.0,baru,utara,2,unfurnished
3000000000.0,"BSD City, Tangerang","keamanan, taman",,,,,0,,lainnya mah,0,0,,,,,0,
3000000000.0,"BSD City, Tangerang","keamanan, taman",,,72.0,120.0,0,"lainnya (ppjb,girik,adat,dll)",3300 mah,0,0,2.0,2021.0,,,0,
2150000000.0,"BSD City, Tangerang"," taman, keamanan, masjid",3.0,2.0,98.0,130.0,1,shm - sertifikat hak milik,2200 mah,1,1,2.0,2022.0,baru,,0,unfurnished
8300000000.0,"BSD City, Tangerang","taman, ac, ac",5.0,4.0,480.0,400.0,0,shm - sertifikat hak milik,6600 mah,2,1,2.0,2005.0,bagus sekali,,3,semi furnished
5300000000.0,"BSD City, Tangerang"," ac,  keamanan,  track lari, kolam renang, taman",4.0,3.0,402.0,450.0,2,shm - sertifikat hak milik,3500 mah,2,1,2.0,2005.0,bagus,,2,semi furnished
1450000000.0,"BSD City, Tangerang"," track lari, kolam renang,  taman, cctv, keamanan,  cctv, track lari, taman",3.0,2.0,50.0,68.0,1,shm - sertifikat hak milik,2200 mah,0,0,2.0,2021.0,baru,selatan,0,furnished
4100000000.0,"BSD City, Tangerang"," keamanan, tempat jemuran, kitchen set, ac, wastafel, taman,  ac",3.0,3.0,235.0,200.0,3,shm - sertifikat hak milik,3500 mah,1,1,2.0,,sudah renovasi,,0,semi furnished
1600000000.0,"BSD City, Tangerang","cctv,  track lari,  taman, lapangan bola, jalur telepon, keamanan, akses parkir, keamanan,  track lari,  cctv,  playground, taman,  one gate system, tempat gym,  jalur telepon",4.0,2.0,60.0,78.0,2,shm - sertifikat hak milik,2200 mah,0,0,2.0,2021.0,bagus,selatan,0,unfurnished
28000000000.0,"BSD City, Tangerang","kulkas,  kitchen set, kolam renang,  taman,  pemanas air, tempat jemuran,  kolam ikan, keamanan, wastafel, taman,  one gate system,  ac",5.0,4.0,801.0,1046.0,3,,7700 mah,2,1,3.0,2021.0,baru,timur,3,semi furnished
3500000000.0,"BSD City, Tangerang","track lari, taman, keamanan,  playground",4.0,3.0,120.0,135.0,2,,lainnya mah,1,1,2.0,,bagus,,0,
17000000000.0,"BSD City, Tangerang","kolam renang,  taman, jalur telepon, kitchen set, wastafel,  ac",5.0,5.0,396.0,1.0,2,,lainnya mah,0,0,3.0,,bagus,,2,semi furnished
4990000000.0,"BSD City, Tangerang"," track lari, taman, ac,  keamanan",3.0,2.0,300.0,175.0,1,shm - sertifikat hak milik,2200 mah,1,1,2.0,2001.0,bagus sekali,barat daya,1,semi furnished
1850000000.0,"BSD City, Tangerang"," keamanan, keamanan, ac, ac, taman",3.0,2.0,70.0,78.0,1,,2200 mah,0,0,2.0,2015.0,bagus,utara,0,furnished
1580000000.0,"BSD City, Tangerang"," track lari, keamanan,  taman, ac",2.0,1.0,105.0,80.0,1,shm - sertifikat hak milik,4400 mah,1,1,1.0,,sudah renovasi,,0,semi furnished
5000000000.0,"BSD City, Tangerang"," ac, mesin cuci,  kitchen set,  lapangan voli,  track lari,  taman, lapangan tenis,  pemanas air, tempat jemuran, jalur telepon, lapangan basket, keamanan,  lapangan bulu tangkis,  track lari, wastafel,  ac",5.0,3.0,1884.0,500.0,4,shm - sertifikat hak milik,6600 mah,1,1,2.0,2021.0,baru,timur,2,unfurnished
1000000000.0,"BSD City, Tangerang"," keamanan, cctv,  taman,  track lari, keamanan, ac, ac, track lari, taman",2.0,2.0,64.0,65.0,0,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,timur,0,unfurnished
900000000.0,"BSD City, Tangerang","cctv, ac,  keamanan",2.0,2.0,53.0,60.0,2,shm - sertifikat hak milik,2200 mah,0,0,2.0,2020.0,baru,timur,0,unfurnished
9700000000.0,"BSD City, Tangerang"," keamanan,  track lari, kolam renang,  taman, cctv, jalur telepon, akses parkir, keamanan,  kolam renang,  cctv, track lari,  playground, taman,  one gate system, tempat gym,  tempat laundry,  jalur telepon",4.0,3.0,372.0,250.0,3,shm - sertifikat hak milik,4400 mah,1,1,3.0,2022.0,bagus,selatan,3,unfurnished
3100000000.0,"BSD City, Tangerang"," taman, track lari, keamanan,  cctv,  kolam renang,  ac,  jalur telepon",3.0,3.0,181.0,182.0,3,shm - sertifikat hak milik,4400 mah,1,1,2.0,2021.0,bagus sekali,timur,1,furnished
9900000000.0,"BSD City, Tangerang"," ac,  track lari, kolam renang,  taman, cctv, jalur telepon, taman, keamanan, keamanan, ac,  cctv, track lari,  kolam renang,  jalur telepon",5.0,5.0,220.0,398.0,2,shm - sertifikat hak milik,13900 mah,1,1,3.0,2022.0,bagus sekali,timur,1,semi furnished
10100000000.0,"BSD City, Tangerang","keamanan,  kolam renang, taman,  one gate system,  playground",4.0,4.0,200.0,358.0,3,,lainnya mah,1,1,3.0,,bagus,,0,
4200000000.0,"BSD City, Tangerang"," keamanan, cctv,  track lari,  taman, jalur telepon",4.0,3.0,150.0,190.0,3,shm - sertifikat hak milik,2200 mah,1,1,2.0,2021.0,bagus sekali,utara,3,unfurnished
1700000000.0,"BSD City, Tangerang"," keamanan, track lari,  cctv, taman,  jalur telepon",2.0,2.0,60.0,67.0,1,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,bagus sekali,utara,1,unfurnished
1490000000.0,"BSD City, Tangerang"," keamanan, ac,  kolam renang, taman,  jalur telepon",3.0,2.0,50.0,70.0,1,shm - sertifikat hak milik,lainnya mah,0,0,2.0,,baru,,1,furnished
6700000000.0,"BSD City, Tangerang",ac,4.0,6.0,240.0,350.0,1,,4400 mah,1,1,2.0,2010.0,bagus,selatan,1,semi furnished
3300000000.0,"BSD City, Tangerang"," ac, masjid,  keamanan,  track lari,  taman, cctv, jalur telepon, ac,  cctv, track lari, taman",3.0,3.0,225.0,120.0,1,shm - sertifikat hak milik,3300 mah,0,0,2.0,,bagus,utara,1,semi furnished
1300000000.0,"BSD City, Tangerang"," keamanan, cctv,  taman, kolam renang, track lari, jalur telepon, taman, keamanan, track lari,  kolam renang,  jalur telepon",4.0,2.0,32.0,90.0,2,shm - sertifikat hak milik,2200 mah,0,0,3.0,2020.0,bagus,selatan,0,semi furnished
3300000000.0,"BSD City, Tangerang"," ac, taman, track lari,  keamanan",3.0,3.0,237.0,143.0,2,shm - sertifikat hak milik,3500 mah,1,1,2.0,2017.0,bagus sekali,selatan,0,semi furnished
2700000000.0,"BSD City, Tangerang","keamanan, masjid",5.0,4.0,206.0,280.0,0,shm - sertifikat hak milik,lainnya mah,0,0,2.0,,bagus,barat,1,unfurnished
800000000.0,"BSD City, Tangerang","keamanan, taman",3.0,2.0,60.0,65.0,2,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,selatan,0,unfurnished
18500000000.0,"BSD City, Tangerang"," ac,  track lari, kolam renang,  taman, cctv, keamanan, ac,  cctv, track lari, taman",5.0,6.0,396.0,465.0,2,shm - sertifikat hak milik,13200 mah,2,1,3.0,2021.0,bagus sekali,utara,2,semi furnished
35000000000.0,"BSD City, Tangerang",taman,5.0,5.0,665.0,601.0,0,shm - sertifikat hak milik,16500 mah,1,3,3.0,2021.0,,,2,unfurnished
2500000000.0,"BSD City, Tangerang"," keamanan, track lari, kolam ikan, track lari, taman",3.0,3.0,98.0,88.0,1,shm - sertifikat hak milik,2200 mah,0,0,2.0,2017.0,bagus,utara,0,semi furnished
2190000000.0,"BSD City, Tangerang"," ac,  keamanan, cctv,  track lari,  taman, jalur telepon,  kolam renang",3.0,3.0,66.0,86.0,1,,2200 mah,0,0,2.0,2022.0,baru,timur laut,0,furnished
5080000000.0,"BSD City, Tangerang","kolam renang,  taman, cctv,  tempat gym, lapangan basket, lapangan bulu tangkis, jalur telepon, taman,  track lari, keamanan, wastafel,  cctv,  kolam renang,  playground",4.0,4.0,153.0,147.0,2,"lainnya (ppjb,girik,adat,dll)",4400 mah,1,1,2.0,2022.0,baru,utara,0,unfurnished
1900000000.0,"BSD City, Tangerang","keamanan, kitchen set, taman",3.0,2.0,98.0,100.0,1,shm - sertifikat hak milik,2200 mah,1,1,2.0,2022.0,baru,,0,semi furnished
2600000000.0,"BSD City, Tangerang"," track lari, jalur telepon, keamanan, keamanan, track lari, taman,  jalur telepon",4.0,3.0,136.0,180.0,2,shm - sertifikat hak milik,2200 mah,1,1,2.0,2022.0,baru,,0,semi furnished
1200000000.0,"BSD City, Tangerang"," keamanan,  track lari, jalur telepon, track lari, taman",3.0,2.0,112.0,80.0,1,shm - sertifikat hak milik,2200 mah,0,0,1.0,2020.0,butuh renovasi,,0,unfurnished
1400000000.0,"BSD City, Tangerang"," keamanan,  taman,  track lari, jalur telepon, akses parkir, kitchen set, keamanan, ac, wastafel,  cctv, track lari, taman,  one gate system,  ac,  tempat laundry,  playground",2.0,2.0,60.0,45.0,0,"lainnya (ppjb,girik,adat,dll)",2200 mah,0,0,2.0,2021.0,bagus,utara,2,furnished
7000000000.0,"BSD City, Tangerang"," taman, track lari, jalur telepon, keamanan, track lari, taman,  jalur telepon",6.0,4.0,335.0,240.0,2,shm - sertifikat hak milik,3300 mah,0,0,2.0,2020.0,bagus,,0,furnished
5000000000.0,"BSD City, Tangerang"," keamanan,  track lari, jalur telepon, keamanan, track lari, taman",5.0,4.0,241.0,200.0,2,shm - sertifikat hak milik,3500 mah,0,0,2.0,2020.0,bagus,,0,furnished
3500000000.0,"BSD City, Tangerang"," keamanan,  track lari, jalur telepon, track lari, taman",4.0,4.0,135.0,171.0,2,"lainnya (ppjb,girik,adat,dll)",2200 mah,0,0,2.0,2019.0,bagus,,0,unfurnished
2100000000.0,"BSD City, Tangerang","keamanan, keamanan, taman",3.0,3.0,107.0,130.0,1,shm - sertifikat hak milik,2200 mah,1,1,2.0,2022.0,baru,,0,unfurnished
3500000000.0,"BSD City, Tangerang","pemanas air,  taman, lapangan bola,  tempat gym, tempat jemuran, lapangan bulu tangkis, akses parkir, kitchen set, keamanan,  track lari,  cctv, taman,  one gate system,  ac",4.0,4.0,120.0,135.0,0,"lainnya (ppjb,girik,adat,dll)",2200 mah,1,1,2.0,2021.0,bagus,,0,unfurnished
1750000000.0,"BSD City, Tangerang",keamanan,3.0,2.0,90.0,68.0,0,shm - sertifikat hak milik,lainnya mah,1,1,2.0,2020.0,unfurnished,,0,baru
